no,plant_type,disease,disease_label,solution
38,Chili,whitefly,Whitefly,"## Whitefly pada Tanaman

**Whitefly** adalah serangga kecil berwarna putih yang sering ditemukan di bawah daun tanaman. Mereka menghisap cairan dari daun tanaman, mengurangi daya fotosintesis, dan dapat menyebarkan virus tanaman seperti *Tomato yellow leaf curl virus*.

### Penyebab:
- **Serangga whitefly** (misalnya *Bemisia tabaci*).
- Penyebaran virus melalui infeksi oleh serangga penghisap.

### Gejala:
- Daun **menguning**, melengkung, dan akhirnya rontok.
- Ditemukan banyak **whitefly** di bagian bawah daun, terutama saat daun digoyang.
- Produksi **getah berlebihan** yang dapat menyebabkan *sooty mold* (jamur jelaga) tumbuh di permukaan daun.

### Pengendalian:
- Gunakan **insektisida** berbahan dasar neem oil atau pestisida organik lainnya.
- Pasang **perangkap kuning** untuk menarik whitefly.
- Cegah infeksi lebih lanjut dengan **memangkas** dan membuang daun yang terinfeksi.
- Gunakan teknik **pengendalian biologis** seperti memperkenalkan predator alami seperti *Encarsia formosa*.
"
39,Chili,yellowish,Daun Kuning,"## Penyebab Daun Kuning pada Tanaman

**Yellowish** kuningnya daun tanaman bisa disebabkan oleh berbagai faktor, termasuk kekurangan unsur hara, serangan hama, penyakit, atau kondisi tanah yang buruk. Hal ini mengganggu fotosintesis dan mempengaruhi kesehatan tanaman secara keseluruhan.

### Penyebab:
- **Kekurangan unsur hara** seperti nitrogen, besi, atau magnesium.
- **Penyiraman yang tidak tepat** (terlalu banyak atau terlalu sedikit air).
- **Hama atau penyakit** seperti aphids, whitefly, atau jamur.
- **Drainase tanah yang buruk** atau kelebihan air yang menyebabkan akar membusuk.

### Gejala:
- Daun berubah warna menjadi **kuning**, biasanya dimulai dari ujung daun atau sepanjang urat daun.
- Terkadang, daun juga bisa **mengering** atau **mengeriput**.
- **Pertumbuhan tanaman terhambat** atau tidak optimal.

### Pengendalian:
- Perbaiki kondisi tanah dengan menambah **pupuk yang mengandung nitrogen**.
- Periksa dan kendalikan serangan **hama** dengan insektisida alami.
- Pastikan tanaman mendapat **air yang cukup**, tetapi tidak berlebihan.
- Perbaiki **drainase tanah** untuk mencegah akar tergenang.
"
40,Cucumber,"Anthracnose
",Anthracnose,"## Pengendalian Anthracnose pada Tanaman Timun

**Anthracnose** disebabkan oleh jamur _Colletotrichum orbiculare_. Penyakit ini menyerang daun, batang, dan buah timun. Gejala utamanya adalah bercak cokelat atau hitam pada daun dan buah, sering disertai spora berwarna merah muda pada kondisi lembap. Penyakit ini memengaruhi kualitas dan hasil panen, terutama dalam kondisi hangat dan lembap.

### Penyebab:
- **Jamur Colletotrichum orbiculare**.

### Gejala:
- **Bercak Daun**: Dimulai dari area basah, berwarna kuning, kemudian berubah menjadi cokelat dengan bentuk tak beraturan.
- **Lesi pada Buah dan Batang**: Lesi cokelat juga muncul pada buah dan batang, dengan spora berwarna merah muda yang terlihat pada kondisi lembap.

### Pengendalian:
- **Varietas Tahan**: Gunakan varietas yang tahan terhadap anthracnose.
- **Benih Sehat**: Tanam benih sehat dan hindari penggunaan benih dari tanaman yang terinfeksi.
- **Rotasi Tanaman**: Lakukan rotasi tanaman dengan tanaman non-kubis selama tiga tahun untuk mengurangi keberadaan jamur di tanah.
- **Pengelolaan Irigasi**: Hindari irigasi overhead untuk mengurangi penyebaran spora jamur.
"
41,Cucumber,Bacterial-Wilt,Bacterial Wilt ,"## Pengendalian Bacterial Wilt pada Tanaman

**Bacterial Wilt** disebabkan oleh bakteri _Erwinia tracheiphila_, yang ditularkan oleh kumbang penggerek daun. Tanaman yang terinfeksi menunjukkan layu mendadak akibat penyumbatan pembuluh di batang. Penyakit ini dapat menyebar dengan cepat di lapangan.

### Penyebab:
- **Bakteri Erwinia tracheiphila**, biasanya ditularkan oleh kumbang penggerek daun.

### Gejala:
- **Layu Mendadak**: Tanaman tiba-tiba layu. 
- **Lendir Putih**: Saat batang dipotong, lendir putih dapat keluar, menandakan infeksi.

### Pengendalian:
- **Kendalikan Kumbang Vektor**: Gunakan insektisida untuk mengendalikan kumbang penggerek daun sebagai vektor utama penyebaran bakteri.
- **Cegah Penyebaran**: Cabut dan hancurkan tanaman yang terinfeksi untuk mencegah penyebaran lebih lanjut."
42,Cucumber,Belly-Rot,Belly Rot,"## Pengendalian Penyakit Belly Rot pada Tanaman

**Belly Rot** biasanya menyerang buah yang bersentuhan langsung dengan tanah lembap. Penyakit ini disebabkan oleh patogen jamur tanah dan berkembang di lingkungan basah serta tanah dengan drainase yang buruk.

### Penyebab:
- **Jamur Rhizoctonia solani**, patogen yang menyebabkan pembusukan pada bagian bawah buah yang bersentuhan langsung dengan tanah.

### Gejala:
- **Luka Busuk pada Buah**: Terjadi pembusukan pada bagian buah yang bersentuhan dengan tanah, yang menyebabkan kerusakan pada buah.

### Pengendalian:
- **Gunakan Mulsa Plastik**: Menggunakan mulsa plastik untuk mengurangi kontak langsung buah dengan tanah, sehingga mencegah infeksi.
- **Rotasi Tanaman**: Lakukan rotasi tanaman untuk meminimalkan keberadaan patogen di tanah dan mengurangi kemungkinan infeksi di masa mendatang.
"
43,Cucumber,Downy-Mildew,Downy Mildew,"## Pengendalian Penyakit Downy Mildew pada Tanaman Mentimun

**Downy Mildew** adalah penyakit yang disebabkan oleh patogen jamur air yang menyerang tanaman mentimun, terutama di lingkungan lembap dan dingin. Penyakit ini menyebar melalui spora udara dan dapat menyebabkan penurunan hasil panen secara signifikan.

### Penyebab:
- **Jamur Pseudoperonospora cubensis**, patogen yang menyebabkan downy mildew pada tanaman mentimun.

### Gejala:
- **Bercak Kuning pada Daun**: Daun menunjukkan bercak kuning berbentuk sudut, yang kemudian berkembang menjadi cokelat.
- **Spora Abu-abu**: Terdapat pertumbuhan spora abu-abu di bagian bawah daun yang terinfeksi.

### Pengendalian:
- **Gunakan Fungisida Sistemik**: Aplikasikan fungisida yang dapat mengendalikan jamur secara efektif.
- **Tingkatkan Sirkulasi Udara**: Pastikan jarak tanam yang baik dan cukup ruang antara tanaman untuk meningkatkan sirkulasi udara, yang dapat membantu mengurangi kelembapan dan memperlambat penyebaran penyakit.
"
44,Cucumber,Fresh-Cucuumber,Sehat,"## Kondisi Buah Timun yang Sehat dan Segar

Buah timun Anda berada dalam **kondisi segar dan sehat**, tanpa tanda-tanda infeksi penyakit atau kerusakan akibat hama. Ini menunjukkan **kualitas buah yang optimal** hasil dari perawatan yang tepat.

### Ciri-ciri Buah Timun yang Sehat:
- **Tidak ada bercak atau kerusakan pada kulit buah**.
- **Kulit buah berwarna hijau segar** tanpa perubahan warna yang mencurigakan.
- **Tidak ada gejala kerusakan atau pembusukan** pada bagian dalam buah.
- **Tekstur buah padat dan renyah**, tanpa bagian yang lembek atau lembab.

### Penyebab Kondisi Sehat:
- Perawatan yang **teratur** dan **tepat** untuk mencegah infeksi penyakit dan serangan hama.
- **Kondisi kebun** yang terjaga baik dengan **drainase yang baik** dan **sirkulasi udara yang optimal**.
- Pengendalian hama yang efektif dan penggunaan **pupuk yang seimbang**.
"
45,Cucumber,Fresh-Leaf,Daun Sehat,"## Kondisi Tanaman yang Sehat dan Terawat

Tanaman Anda menunjukkan **daun yang sehat**, tanpa indikasi serangan hama atau penyakit. Kondisi ini mencerminkan tanaman yang **bersih**, **subur**, dan **terawat dengan baik**.

### Ciri-ciri Tanaman yang Sehat:
- **Daun hijau cerah** tanpa bercak atau perubahan warna yang mencurigakan.
- **Tidak ada tanda-tanda kerusakan** akibat hama atau penyakit pada bagian daun atau batang.
- **Pertumbuhan tanaman optimal**, dengan perkembangan daun yang subur dan batang yang kokoh.
- **Tanaman bebas dari infestasi hama**, seperti kutu daun, ulat, atau serangga lainnya.

### Penyebab Kondisi Sehat:
- **Perawatan yang tepat** dengan pemupukan yang seimbang dan pengairan yang memadai.
- **Kebersihan kebun** yang terjaga, termasuk pengendalian gulma dan sanitasi alat pertanian.
- Pengendalian hama secara **preventif** menggunakan metode alami atau pestisida sesuai kebutuhan.
"
46,Cucumber,"Gummy-Stem-Blight
",Gummy Stem Blight,"## Penyakit Gummy Stem Blight

Penyakit **Gummy Stem Blight** disebabkan oleh patogen jamur *Didymella bryoniae*, yang dapat menyerang tanaman melalui **benih** atau **jaringan tanaman**. Penyakit ini sering berkembang di **lingkungan lembap** dan pada tanaman yang sedang **stres**.

### Penyebab:
- **Jamur** *Didymella bryoniae*, yang dapat menyerang tanaman melalui infeksi pada benih atau jaringan tanaman.

### Gejala:
- **Bercak cokelat** pada daun.
- **Batang** mengeluarkan cairan lengket berwarna cokelat yang khas dari infeksi jamur.

### Pengendalian:
- Gunakan **benih bebas penyakit** untuk mencegah penyebaran patogen.
- Lakukan **rotasi tanaman** dengan tanaman non-cucurbitaceae untuk mengurangi akumulasi patogen di tanah."
47,Cucumber,Pythium-Fruit-Rot,Pythium,"## Penyakit Pythium

**Pythium** adalah penyakit yang disebabkan oleh **patogen jamur air** yang menyerang buah di area kontak dengan tanah. Penyakit ini berkembang pesat di kondisi **tanah basah** dan **drainase yang buruk**.

### Penyebab:
- **Jamur air** *Pythium spp.*, yang menyerang buah dan bagian tanaman yang bersentuhan langsung dengan tanah yang lembap.

### Gejala:
- **Busuk basah** pada buah, terutama pada area yang bersentuhan langsung dengan tanah.

### Pengendalian:
- Tanam di **bedengan** atau tempat tanam yang memiliki **drainase baik** untuk menghindari genangan air.
- Gunakan **mulsa plastik** untuk mencegah kontak langsung buah dengan tanah dan mengurangi kelembapan di sekitar buah."
48,Melon,Aphids,Kutu Daun,"## Pengendalian Aphids (Kutu Daun) pada Tanaman Melon

**Aphids** (kutu daun) adalah serangga kecil yang sering menyerang berbagai jenis tanaman, termasuk melon. Aphids adalah hama penghisap yang dapat menyebabkan kerusakan serius pada tanaman melon, karena mereka menghisap cairan tanaman dan menyebarkan penyakit, termasuk virus. Selain itu, aphids juga bisa mengganggu pertumbuhan tanaman, menyebabkan deformasi pada daun, serta menurunkan hasil dan kualitas tanaman melon.

### Penyebab:
Aphids adalah serangga kecil berwarna hijau, hitam, atau coklat yang menghisap cairan dari daun dan batang tanaman melon. Mereka dapat menyebarkan berbagai virus tanaman, termasuk **virus kunir (CMV)** dan **virus mosaik timun (CMV)**, yang dapat menyebabkan kerusakan tambahan pada tanaman. Aphids dapat mentransfer virus dari tanaman yang terinfeksi ke tanaman yang sehat melalui mulut mereka saat menghisap cairan dari tanaman yang terinfeksi. Virus yang dibawa oleh aphids sering kali menyebabkan gejala-gejala seperti kerusakan daun, deformasi, dan penurunan hasil.

### Gejala:
- **Daun Menguning (Klorosis)**: Daun yang terinfeksi aphids akan menunjukkan gejala **klorosis** (menguning) karena berkurangnya jumlah klorofil akibat penghisapan cairan oleh aphids.
- **Daun Terkerut atau Melengkung**: Daun melon yang terinfeksi oleh aphids sering kali menjadi terkerut atau melengkung ke bawah, disebabkan oleh kerusakan fisik dan pengaruh hormon dari aphids.
- **Pertumbuhan Terhambat**: Tanaman melon yang diserang oleh aphids akan tumbuh lebih lambat dan terhambat, karena penghisapan cairan oleh hama ini mengurangi daya tumbuh tanaman.
- **Kotoran Aphids (Drosophila)**: Kotoran yang dikeluarkan oleh aphids mengandung gula, yang menjadi tempat berkembangnya **jamur hitam (sooty mold)**, yang menutupi daun dan mengurangi efisiensi fotosintesis.
- **Deformasi Buah dan Bunga**: Aphids dapat menyebabkan deformasi atau kerusakan pada buah dan bunga, yang mengarah pada penurunan hasil dan kualitas tanaman melon.
- **Gejala Virus**: Jika aphids membawa virus, tanaman melon akan menunjukkan gejala virus seperti **mosaik daun**, bercak-bercak atau garis-garis pada daun, dan pertumbuhan yang buruk.

### Pengendalian:
- **Gunakan Insektisida**: Gunakan insektisida sistemik atau kontak, seperti **pyrethrin** atau **minyak neem**, dengan dosis yang tepat untuk menghindari resistensi pada aphids.
- **Pestisida Nabati**: Minyak neem bisa digunakan sebagai pestisida nabati yang efektif untuk mengurangi populasi aphids tanpa merusak lingkungan.
- **Pemangkasan Tanaman**: Potong dan buang daun atau bagian tanaman yang terinfeksi aphids untuk mengurangi penyebaran ke bagian tanaman yang sehat.
- **Manfaatkan Musuh Alami**: Manfaatkan kumbang pemakan kutu daun (**ladybug**) sebagai musuh alami untuk mengontrol populasi aphids secara alami.
- **Rotasi Tanaman**: Lakukan rotasi tanaman untuk mencegah populasi aphids menumpuk pada satu jenis tanaman.
- **Bersihkan Kebun**: Pastikan kebun selalu bersih dari gulma atau sisa tanaman yang terinfeksi aphids untuk mencegah infestasi lebih lanjut.
- **Jebakan Kuning Lengket**: Pasang jebakan kuning lengket di sekitar tanaman melon untuk menangkap aphids yang tertarik pada warna kuning.
- **Penyiraman dan Pemupukan**: Pastikan tanaman mendapatkan penyiraman yang cukup, pemupukan yang tepat, dan pengaturan jarak tanam yang optimal untuk meningkatkan ketahanan terhadap serangan aphids.
"
49,Melon,Leafminers,Leafminers,"## Pengendalian Leafminers pada Tanaman Melon

**Leafminers** adalah serangga yang menyerang tanaman melon dengan cara menggali terowongan di dalam daun. Larva leafminer menyebabkan kerusakan yang dapat mempengaruhi fotosintesis dan kesehatan tanaman secara keseluruhan.

### Penyebab:
Larva dari **leafminers** menggali terowongan antara lapisan daun, mengakibatkan daun terlihat berlubang dan mengurangi efisiensi fotosintesis tanaman melon.

### Gejala:
- **Terowongan pada Daun**: Daun yang terinfeksi oleh leafminers akan menunjukkan **terowongan atau jalur putih** yang jelas akibat penggalian larva.
- **Daun Menguning atau Pucat**: Daun yang terinfeksi juga dapat menguning atau berwarna pucat karena kerusakan pada jaringan daun.
- **Penurunan Pertumbuhan**: Tanaman melon yang diserang leafminers dapat mengalami penurunan pertumbuhan dan hasil.

### Pengendalian:
- **Gunakan Insektisida**: Gunakan insektisida yang mengandung **spinosad** atau **pyrethrin** untuk mengendalikan populasi leafminers.
- **Pemangkasan Daun Terinfeksi**: Potong dan buang daun yang terinfeksi untuk mengurangi penyebaran serangga.
- **Manfaatkan Musuh Alami**: Manfaatkan kumbang pemangsa atau parasit untuk mengendalikan larva leafminers.
- **Bersihkan Kebun**: Pastikan kebun tetap bersih dari sisa-sisa tanaman yang terinfeksi dan **gulma**, yang dapat menjadi tempat persembunyian leafminers.
"
50,Melon,Moths,Ngengat,"## Pengendalian Ngengat pada Tanaman Melon

**Ngengat (Moths)** adalah serangga yang dapat menyerang tanaman melon, terutama pada tahap larva mereka (ulat ngengat). Larva ngengat menggigit dan memakan daun, bunga, dan buah tanaman melon. Serangan ngengat dapat menyebabkan kerusakan langsung pada tanaman dan meningkatkan risiko infeksi penyakit sekunder.

### Penyebab:
- **Telur Ngengat**: Ngengat dewasa bertelur pada daun tanaman melon. Setelah telur menetas, larva (ulat ngengat) mulai memakan daun, bunga, dan kadang buah melon.
- **Kerusakan oleh Larva**: Ulat ngengat dapat merusak jaringan tanaman dan mengganggu pertumbuhan tanaman dengan cara menggali terowongan di dalam daun atau buah.

### Gejala:
- **Lubang pada Daun**: Daun tanaman melon yang diserang ngengat menunjukkan **lubang-lubang kecil** akibat gigitan larva.
- **Pertumbuhan Terganggu**: Tanaman melon yang diserang dapat mengalami pertumbuhan yang terhambat, dengan daun yang keriput dan cacat.
- **Kerusakan pada Bunga dan Buah**: Ulat ngengat juga dapat merusak bunga dan buah, meninggalkan bekas kerusakan yang mengurangi kualitas hasil.
- **Pembusukan Buah**: Jika ulat menggerogoti buah, bisa menyebabkan **pembusukan** atau penurunan kualitas buah melon.

### Pengendalian:
- **Gunakan Insektisida**: Gunakan insektisida yang mengandung bahan aktif seperti **pyrethrin** atau **spinosad** untuk mengendalikan larva ngengat.
- **Pemangkasan**: Potong dan buang daun, bunga, atau buah yang terinfeksi untuk mencegah penyebaran hama.
- **Musuh Alami**: Manfaatkan kumbang pemangsa dan laba-laba untuk memangsa larva ngengat.
- **Perangkap Feromon**: Gunakan **perangkap feromon** untuk menarik ngengat dewasa dan mengurangi peneluran mereka pada tanaman melon.
- **Rotasi Tanaman**: Lakukan rotasi tanaman untuk menghindari penumpukan hama ngengat pada tanaman yang sama.
"
51,Melon,Red-Melon-Beetle,Kumbang Melom Berah,"## Pengendalian Kumbang Melon Merah (Red Melon Beetle)

**Red Melon Beetle (Aulacophora foveicollis)** adalah kumbang yang menyerang tanaman melon. Kumbang ini memakan daun, bunga, dan kadang buah melon, yang menyebabkan kerusakan pada tanaman dan penurunan hasil.

### Penyebab:
- **Kumbang Melon Merah Dewasa**: Kumbang dewasa menggigit dan menggerogoti daun tanaman melon, mengurangi kemampuan daun untuk berfotosintesis.
- **Larva Kumbang**: Larva kumbang ini juga dapat menyerang akar tanaman, mengganggu proses pertumbuhan tanaman melon.

### Gejala:
- **Lubang pada Daun**: Daun tanaman melon yang diserang akan menunjukkan **lubang-lubang kecil** dan bekas gigitan.
- **Kerusakan pada Bunga dan Buah**: Kumbang juga menyerang bunga dan buah melon, menyebabkan kerusakan pada bagian tersebut.
- **Pertumbuhan Terganggu**: Tanaman melon yang diserang oleh kumbang ini cenderung tumbuh lebih lambat dan kurang produktif.
- **Deformasi Tanaman**: Tanaman yang terinfeksi akan mengalami **deformasi** pada daun dan bagian lainnya, mengurangi hasil dan kualitas.

### Pengendalian:
- **Gunakan Insektisida**: Gunakan insektisida berbahan aktif **pyrethrin** atau **carbaryl** untuk mengatasi kumbang melon merah.
- **Pemangkasan**: Potong dan buang bagian tanaman yang terinfeksi untuk mengurangi penyebaran hama.
- **Musuh Alami**: Manfaatkan kumbang pemangsa dan parasit untuk mengendalikan populasi kumbang.
- **Jaring Pelindung**: Pasang **jaring pelindung** untuk menghindari kumbang dewasa mengakses tanaman melon.
- **Rotasi Tanaman**: Lakukan **rotasi tanaman** untuk mencegah penumpukan kumbang melon merah dalam satu area kebun.
"
52,Melon,Whiteflies,Whiteflies,"## Pengendalian Whiteflies pada Tanaman Melon

**Whiteflies** adalah serangga kecil berwarna putih yang sering menyerang tanaman melon. Whiteflies adalah hama penghisap yang dapat menurunkan kualitas tanaman dengan menghisap cairan tanaman dan menyebarkan penyakit.

### Penyebab:
- **Penghisapan Cairan**: Whiteflies menghisap cairan dari daun dan batang tanaman melon. Selain mengurangi kesuburan tanaman, whiteflies juga dapat membawa **virus tanaman** seperti virus kunir dan mosaik timun, yang dapat merusak tanaman lebih lanjut.

### Gejala:
- **Klorosis pada Daun**: Daun tanaman melon yang terinfeksi akan menguning (klorosis) akibat penghisapan cairan oleh whiteflies.
- **Deformasi Daun**: Daun melon yang terinfeksi sering kali menggulung atau melengkung ke bawah akibat kerusakan yang disebabkan oleh hama ini.
- **Pertumbuhan Terganggu**: Tanaman melon yang diserang whiteflies akan tumbuh lebih lambat dan terhambat.
- **Jamur Hitam (Sooty Mold)**: Whiteflies menghasilkan kotoran berwarna hitam yang mengandung gula, yang menjadi tempat berkembangnya **jamur hitam (sooty mold)**, mengurangi kemampuan daun untuk fotosintesis.

### Pengendalian:
- **Insektisida**: Gunakan insektisida seperti **pyrethrin** atau **imidacloprid** untuk mengendalikan populasi whiteflies.
- **Perangkap Kuning**: Pasang **perangkap kuning lengket** di sekitar tanaman melon untuk menangkap whiteflies yang tertarik dengan warna kuning.
- **Pemangkasan**: Potong dan buang daun atau bagian tanaman yang terinfeksi whiteflies untuk mencegah penyebaran lebih lanjut.
- **Musuh Alami**: Manfaatkan musuh alami seperti **kumbang predator** atau **laba-laba** untuk mengurangi jumlah whiteflies.
- **Kondisi Tanaman yang Optimal**: Pastikan tanaman mendapatkan cukup **air** dan **nutrisi** untuk meningkatkan ketahanan terhadap serangan whiteflies.
"
53,Strawberry,ALS,Alternaria Leaf Spot,"### ALS (Alternaria Leaf Spot) pada Stroberi

Penyakit ini disebabkan oleh jamur *Alternaria spp.*, yang menyerang daun stroberi. Kerusakan pada daun mengurangi fotosintesis, sehingga memengaruhi pertumbuhan tanaman.  

### Penyebab: Jamur *Alternaria spp.* berkembang pada kondisi hangat dan lembap.  

### Gejala:
- Bercak coklat tua berbentuk tidak teratur di daun.  
- Tepi bercak sering memiliki lingkaran kuning.  

### Pengendalian:
- Gunakan fungisida sesuai rekomendasi.  
- Buang dan bakar daun yang terinfeksi.  "
54,Strawberry,Angular Leafspot,Bercak Sudut Daun,"### Bercak Sudut Daun

Penyakit bakteri ini disebabkan oleh *Xanthomonas fragariae*, menyerang daun stroberi terutama di musim hujan.  

### Penyebab: Bakteri *Xanthomonas fragariae*.  

### Gejala: 
- Bercak kecil dan transparan pada daun, sering berbentuk sudut.  
- Ketika bercak kering, daun bisa sobek.  

### Pengendalian:
- Gunakan bibit stroberi bebas penyakit.  
- Hindari penyiraman dari atas untuk mengurangi kelembapan.  
"
55,Strawberry,Anthracnose Fruit Rot,Busuk Buah,"### Busuk Buah Antraknosa

Penyakit ini disebabkan oleh jamur *Colletotrichum spp.*, menyerang buah stroberi dan mengurangi kualitas panen.  

### Penyebab: Jamur *Colletotrichum spp.*, berkembang pada kelembapan tinggi.  

### Gejala:
- Bercak cekung coklat gelap pada buah.  
- Buah menjadi busuk dan tidak layak konsumsi.  

### Pengendalian:
- Gunakan fungisida berbasis tembaga.  
- Hindari penyiraman berlebih.  
"
56,Strawberry,Bean Rust,Karat Kacang,"### Karat Kacang

Penyakit ini jarang terjadi pada stroberi, tetapi dapat muncul jika ada kondisi lingkungan lembap yang berlebihan.  

### Penyebab: Jamur *Uromyces appendiculatus*.  

### Gejala:
- Bercak oranye atau coklat di permukaan bawah daun.  
- Daun menguning dan rontok.  

### Pengendalian:
- Semprotkan fungisida sistemik.  
- Jaga jarak tanam untuk ventilasi yang baik.  
"
57,Strawberry,Blossom Blight,Busuk Bunga,"### Busuk Bunga

Penyakit ini menyerang bunga stroberi dan disebabkan oleh jamur *Botrytis cinerea*.  
### Penyebab: Jamur *Botrytis cinerea*.  

### Gejala:
- Bunga layu dan berwarna kecoklatan.  
- Bunga gagal berkembang menjadi buah.  

### Pengendalian: 
- Semprotkan fungisida pada awal musim berbunga.  
- Hindari kelembapan berlebih di sekitar tanaman.  
"
58,Strawberry,Gray Mold,Jamur Abu-abu,"### Jamur Abu-Abu

Penyakit ini sering menyerang buah stroberi dan menyebabkan kerugian besar pada hasil panen.  

### Penyebab: Jamur *Botrytis cinerea*.  

### Gejala:
- Lapisan abu-abu berbulu pada buah yang busuk.  
- Buah menjadi lunak dan tidak layak konsumsi.  

### Pengendalian:
- Gunakan fungisida pencegahan.  
- Jaga ventilasi udara yang baik di kebun.  
"
59,Strawberry,Leaf Spot,Bercak Daun,"### Bercak Daun

Penyakit ini disebabkan oleh jamur *Mycosphaerella fragariae* yang menyerang daun stroberi.  

### Penyebab: Jamur *Mycosphaerella fragariae*.  

### Gejala:  
- Bercak ungu kecil pada daun.  
- Tepi bercak berubah menjadi coklat dengan pusat abu-abu.  

### Pengendalian:
- Buang daun yang terinfeksi.  
- Semprotkan fungisida kontak.  
"
60,Strawberry,Powdery Mildew Fruit,Embun Tepung Buah,"### Embun Tepung pada Buah Stroberi

Penyakit ini menyerang buah stroberi, membentuk lapisan tepung putih pada permukaannya.  

### Penyebab: Jamur *Podosphaera aphanis*.  

### Gejala:  
- Lapisan putih menyerupai tepung pada buah.  
- Buah tidak berkembang dengan baik.  

### Pengendalian:
- Semprotkan fungisida berbasis sulfur.  
- Pastikan sinar matahari cukup untuk tanaman.  
"
61,Strawberry,Powdery Mildew Leaf,Embun Tepung Daun,"### Embun Tepung pada Daun Stroberi

Penyakit ini menyerang daun stroberi, membentuk lapisan putih yang menghambat fotosintesis.  

### Penyebab:Jamur *Podosphaera aphanis*.  

### Gejala:
- Lapisan putih seperti tepung pada permukaan daun.  
- Daun melengkung ke atas.  

### Pengendalian:
- Gunakan fungisida sistemik.  
- Pastikan ventilasi udara yang baik.  
"
62,Strawberry,Disease,Sakit,"### Penyakit Umum Stroberi

Kategori umum untuk daun atau buah yang menunjukkan gejala infeksi penyakit tanpa diagnosis spesifik.  

### Penyebab: Infeksi jamur, bakteri, atau virus.  

### Gejala:
- Bercak, perubahan warna, atau deformasi.  

### Pengendalian:
- Identifikasi penyebab spesifik dan terapkan pengendalian sesuai kebutuhan.  
"
63,Strawberry,Leaf Mold,Kapang Daun,"### Kapang Daun Stroberi

Penyakit ini disebabkan oleh jamur *Passalora fulva*, menyebabkan kerusakan pada daun stroberi.  

### Penyebab: Jamur *Passalora fulva*.  

### Gejala:
- Lapisan abu-abu kehijauan di bagian bawah daun.  
- Daun bisa menguning dan rontok.  

### Pengendalian:
- Gunakan fungisida berbasis tembaga.  
- Hindari kelembapan berlebih di kebun.  
"
64,Strawberry,Spider Mites,Tungau Laba-laba,"### Tungau Laba-Laba pada Stroberi

Bukan penyakit, tetapi serangan tungau laba-laba (*Tetranychus spp.*) yang merusak tanaman stroberi.  

### Penyebab: Tungau laba-laba (*Tetranychus spp.*), berkembang di lingkungan kering.  

### Gejala:
- Bercak kuning pada daun akibat gigitan.  
- Daun kering dan rontok pada serangan berat.  

### Pengendalian:
- Semprotkan akarisida.  
- Tingkatkan kelembapan untuk mengganggu siklus hidup tungau.  
"